stat rdma operate:
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12032, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12288, src_port:0, dest_node:4096, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12544, src_port:0, dest_node:4352, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12800, src_port:0, dest_node:4608, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13056, src_port:0, dest_node:4864, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13312, src_port:0, dest_node:5120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13568, src_port:0, dest_node:5376, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13824, src_port:0, dest_node:5632, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14080, src_port:0, dest_node:5888, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14336, src_port:0, dest_node:6144, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14592, src_port:0, dest_node:6400, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14848, src_port:0, dest_node:6656, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15104, src_port:0, dest_node:6912, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15360, src_port:0, dest_node:7168, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15616, src_port:0, dest_node:7424, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15872, src_port:0, dest_node:7680, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16128, src_port:0, dest_node:7936, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:8192, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:8448, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:8704, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:8960, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:9216, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:9472, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:9728, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:9984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:10240, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:10496, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:10752, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:11008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:11264, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:11520, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:11776, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:12032, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4096, src_port:0, dest_node:12288, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4352, src_port:0, dest_node:12544, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4608, src_port:0, dest_node:12800, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4864, src_port:0, dest_node:13056, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5120, src_port:0, dest_node:13312, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5376, src_port:0, dest_node:13568, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5632, src_port:0, dest_node:13824, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5888, src_port:0, dest_node:14080, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6144, src_port:0, dest_node:14336, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6400, src_port:0, dest_node:14592, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6656, src_port:0, dest_node:14848, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6912, src_port:0, dest_node:15104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7168, src_port:0, dest_node:15360, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7424, src_port:0, dest_node:15616, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7680, src_port:0, dest_node:15872, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7936, src_port:0, dest_node:16128, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8192, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8448, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8704, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8960, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9216, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9472, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9728, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9984, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10240, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10496, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10752, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11008, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11264, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11520, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11776, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12032, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12288, src_port:0, dest_node:4096, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12544, src_port:0, dest_node:4352, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12800, src_port:0, dest_node:4608, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13056, src_port:0, dest_node:4864, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13312, src_port:0, dest_node:5120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13568, src_port:0, dest_node:5376, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13824, src_port:0, dest_node:5632, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14080, src_port:0, dest_node:5888, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14336, src_port:0, dest_node:6144, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14592, src_port:0, dest_node:6400, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14848, src_port:0, dest_node:6656, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15104, src_port:0, dest_node:6912, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15360, src_port:0, dest_node:7168, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15616, src_port:0, dest_node:7424, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15872, src_port:0, dest_node:7680, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16128, src_port:0, dest_node:7936, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:8192, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:256, src_port:0, dest_node:8448, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:512, src_port:0, dest_node:8704, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:768, src_port:0, dest_node:8960, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:1024, src_port:0, dest_node:9216, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:1280, src_port:0, dest_node:9472, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:1536, src_port:0, dest_node:9728, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:1792, src_port:0, dest_node:9984, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:2048, src_port:0, dest_node:10240, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:2304, src_port:0, dest_node:10496, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:2560, src_port:0, dest_node:10752, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:2816, src_port:0, dest_node:11008, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:3072, src_port:0, dest_node:11264, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:3328, src_port:0, dest_node:11520, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:3584, src_port:0, dest_node:11776, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:3840, src_port:0, dest_node:12032, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:4096, src_port:0, dest_node:12288, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:4352, src_port:0, dest_node:12544, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:4608, src_port:0, dest_node:12800, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:4864, src_port:0, dest_node:13056, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:5120, src_port:0, dest_node:13312, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:5376, src_port:0, dest_node:13568, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:5632, src_port:0, dest_node:13824, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:5888, src_port:0, dest_node:14080, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:6144, src_port:0, dest_node:14336, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:6400, src_port:0, dest_node:14592, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:6656, src_port:0, dest_node:14848, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:6912, src_port:0, dest_node:15104, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:7168, src_port:0, dest_node:15360, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:7424, src_port:0, dest_node:15616, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:7680, src_port:0, dest_node:15872, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:7936, src_port:0, dest_node:16128, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:8192, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:8448, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:8704, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:8960, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:9216, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:9472, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:9728, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:9984, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:10240, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:10496, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:10752, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:11008, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:11264, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:11520, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:11776, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:12032, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:12288, src_port:0, dest_node:4096, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:12544, src_port:0, dest_node:4352, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:12800, src_port:0, dest_node:4608, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:13056, src_port:0, dest_node:4864, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:13312, src_port:0, dest_node:5120, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:13568, src_port:0, dest_node:5376, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:13824, src_port:0, dest_node:5632, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:14080, src_port:0, dest_node:5888, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:14336, src_port:0, dest_node:6144, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:14592, src_port:0, dest_node:6400, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:14848, src_port:0, dest_node:6656, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:15104, src_port:0, dest_node:6912, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:15360, src_port:0, dest_node:7168, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:15616, src_port:0, dest_node:7424, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:15872, src_port:0, dest_node:7680, dst_port:0, priority:0, msg_len:2097152
Type:rdma_send, src_node:16128, src_port:0, dest_node:7936, dst_port:0, priority:0, msg_len:2097152
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:8192, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:8448, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:8704, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:8960, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:9216, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:9472, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:9728, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:9984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:10240, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:10496, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:10752, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:11008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:11264, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:11520, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:11776, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:12032, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4096, src_port:0, dest_node:12288, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4352, src_port:0, dest_node:12544, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4608, src_port:0, dest_node:12800, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4864, src_port:0, dest_node:13056, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5120, src_port:0, dest_node:13312, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5376, src_port:0, dest_node:13568, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5632, src_port:0, dest_node:13824, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5888, src_port:0, dest_node:14080, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6144, src_port:0, dest_node:14336, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6400, src_port:0, dest_node:14592, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6656, src_port:0, dest_node:14848, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6912, src_port:0, dest_node:15104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7168, src_port:0, dest_node:15360, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7424, src_port:0, dest_node:15616, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7680, src_port:0, dest_node:15872, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7936, src_port:0, dest_node:16128, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8192, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8448, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8704, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8960, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9216, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9472, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9728, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9984, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10240, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10496, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10752, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11008, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11264, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11520, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11776, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12032, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12288, src_port:0, dest_node:4096, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12544, src_port:0, dest_node:4352, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12800, src_port:0, dest_node:4608, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13056, src_port:0, dest_node:4864, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13312, src_port:0, dest_node:5120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13568, src_port:0, dest_node:5376, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13824, src_port:0, dest_node:5632, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14080, src_port:0, dest_node:5888, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14336, src_port:0, dest_node:6144, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14592, src_port:0, dest_node:6400, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14848, src_port:0, dest_node:6656, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15104, src_port:0, dest_node:6912, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15360, src_port:0, dest_node:7168, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15616, src_port:0, dest_node:7424, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15872, src_port:0, dest_node:7680, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16128, src_port:0, dest_node:7936, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:4096, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:4352, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:4608, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:4864, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:5120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:5376, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:5632, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:5888, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:6144, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:6400, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:6656, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:6912, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:7168, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:7424, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:7680, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:7936, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4096, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4352, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4608, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4864, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5120, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5376, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5632, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5888, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6144, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6400, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6656, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6912, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7168, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7424, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7680, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7936, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8192, src_port:0, dest_node:12288, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8448, src_port:0, dest_node:12544, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8704, src_port:0, dest_node:12800, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8960, src_port:0, dest_node:13056, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9216, src_port:0, dest_node:13312, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9472, src_port:0, dest_node:13568, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9728, src_port:0, dest_node:13824, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9984, src_port:0, dest_node:14080, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10240, src_port:0, dest_node:14336, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10496, src_port:0, dest_node:14592, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10752, src_port:0, dest_node:14848, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11008, src_port:0, dest_node:15104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11264, src_port:0, dest_node:15360, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11520, src_port:0, dest_node:15616, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11776, src_port:0, dest_node:15872, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12032, src_port:0, dest_node:16128, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12288, src_port:0, dest_node:8192, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12544, src_port:0, dest_node:8448, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12800, src_port:0, dest_node:8704, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13056, src_port:0, dest_node:8960, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13312, src_port:0, dest_node:9216, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13568, src_port:0, dest_node:9472, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13824, src_port:0, dest_node:9728, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14080, src_port:0, dest_node:9984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14336, src_port:0, dest_node:10240, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14592, src_port:0, dest_node:10496, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14848, src_port:0, dest_node:10752, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15104, src_port:0, dest_node:11008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15360, src_port:0, dest_node:11264, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15616, src_port:0, dest_node:11520, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15872, src_port:0, dest_node:11776, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16128, src_port:0, dest_node:12032, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:4096, dst_port:0, priority:0, msg_len:4194304
Type:rdma_send, src_node:256, src_port:0, dest_node:4352, dst_port:0, priority:0, msg_len:4194304
Type:rdma_send, src_node:512, src_port:0, dest_node:4608, dst_port:0, priority:0, msg_len:4194304
Type:rdma_send, src_node:768, src_port:0, dest_node:4864, dst_port:0, priority:0, msg_len:4194304
Type:rdma_send, src_node:1024, src_port:0, dest_node:5120, dst_port:0, priority:0, msg_len:4194304
Type:rdma_send, src_node:1280, src_port:0, dest_node:5376, dst_port:0, priority:0, msg_len:4194304
Type:rdma_send, src_node:1536, src_port:0, dest_node:5632, dst_port:0, priority:0, msg_len:4194304
Type:rdma_send, src_node:1792, src_port:0, dest_node:5888, dst_port:0, priority:0, msg_len:4194304
